cv_id,job_id,cv_level,cv_category,job_title,job_category,pool_methods,method_ranks,relevance_median_4model,relevance_mean_4model,relevance_median_no_cohere,relevance_mean_no_cohere,is_relevant_median_4model_ge5,is_relevant_median_no_cohere_ge5,range_relevance_4model,range_relevance_no_cohere,range_experience_4model,range_experience_no_cohere
ksxd_L2,415d83cc55131d16fee43bbd96796f71,L2,Kỹ sư xây dựng,Chuyên Viên Kỹ Thuật Xây Dựng,Kỹ sư xây dựng,E2|E3,"{""E2"": 6, ""E3"": 8}",4.0,4.0,4.0,4.3333,False,False,2.0,1.0,1.0,1.0
ksxd_L2,926fe60e28635e719cee9f0a82613871,L2,Kỹ sư xây dựng,Chỉ Huy Trưởng Công Trình Cơ Điện - Nước (MEP) - Làm Việc Tại Dự Án Phú Quốc | Lương 30 - 40 Triệu/Tháng,Kỹ sư xây dựng,E1,"{""E1"": 6}",5.0,4.5,6.0,4.6667,True,True,4.0,4.0,2.0,0.0
ksxd_L2,2f54a7253850bccdcb7184ffc7ba18a9,L2,Kỹ sư xây dựng,Chuyên Viên Kiểm Soát Thiết Kế Giao Thông Hạ Tầng,Kỹ sư xây dựng,E3,"{""E3"": 7}",2.0,2.25,2.0,2.0,False,False,1.0,0.0,1.0,1.0
ksxd_L2,4c97fd7e4d08fff06fdf0d451a897bfb,L2,Kỹ sư xây dựng,Nhân Viên Kỹ Sư Hiện Trường,Kỹ sư xây dựng,E1,"{""E1"": 7}",7.5,7.25,7.0,7.0,True,True,2.0,2.0,2.0,1.0
ksxd_L2,5533fc4e0d7e5a03755d2c37ae815523,L2,Kỹ sư xây dựng,Trưởng Nhóm Cấp Thoát Nước,Kỹ sư xây dựng,E3t,"{""E3t"": 7}",3.5,3.25,3.0,3.0,False,False,2.0,2.0,0.0,0.0
ksxd_L2,aa70c3baef1d6c45157a8b50df1b5697,L2,Kỹ sư xây dựng,Kỹ Sư Cấp Thoát Nước- Thu Nhập 15-20 Triệu/ Tháng- Đi Làm Ngay,Kỹ sư xây dựng,E2|E3,"{""E2"": 8, ""E3"": 9}",6.0,6.0,5.0,5.6667,True,True,2.0,2.0,3.0,3.0
ksxd_L2,f8e1500c69139e3b128ed5d934a22177,L2,Kỹ sư xây dựng,Kỹ Sư Thiết Kế Hạ Tầng Giao Thông (Lương 15 - 25 Triệu),Kỹ sư xây dựng,E1,"{""E1"": 8}",5.5,5.25,6.0,5.3333,True,True,2.0,2.0,3.0,2.0
ksxd_L2,42d6c7ea57e3222070ed382724903238,L2,Kỹ sư xây dựng,Trưởng Nhóm Kỹ Sư Điện Tự Động Hoá,Kỹ sư xây dựng,E2|E3,"{""E2"": 10, ""E3"": 10}",2.5,2.5,2.0,2.0,False,False,3.0,2.0,1.0,1.0
ksxd_L2,9ced8f135f8cb6b717698418fc1d35f2,L2,Kỹ sư xây dựng,Kỹ Sư Xây Dựng QS/Trợ Lý Kiểm Toán Đầu Từ Xây Dựng Cơ Bản,Kỹ sư xây dựng,E1,"{""E1"": 10}",6.0,6.0,6.0,5.6667,True,True,2.0,1.0,2.0,2.0
ksxd_L2b,39997cfca637ea9e7a5112f29d482bd5,L2b,Kỹ sư xây dựng,"Kỹ Sư HVAC - Làm Việc Tại Hà Đông, Hà Nội",Kỹ sư xây dựng,E1|E2|E2t|E3t,"{""E1"": 1, ""E2"": 6, ""E2t"": 1, ""E3t"": 1}",6.0,5.75,6.0,5.6667,True,True,3.0,3.0,2.0,2.0
ksxd_L2b,e2f3680e9fcad0f4df59ff7bd8c2ca46,L2b,Kỹ sư xây dựng,Kỹ Sư Thiết Kế Kết Cấu,Kỹ sư xây dựng,E2|E3|E2t|E3t,"{""E2"": 1, ""E3"": 1, ""E2t"": 2, ""E3t"": 3}",6.5,6.5,6.0,6.3333,True,True,1.0,1.0,1.0,1.0
ksxd_L2b,43a34052b9b4728f37ff87d297bf9c38,L2b,Kỹ sư xây dựng,Cộng Tác Viên Thiết Kế Kỹ Sư Kết Cấu,Kỹ sư xây dựng,E1|E2|E3|E3t,"{""E1"": 10, ""E2"": 3, ""E3"": 2, ""E3t"": 6}",7.0,7.0,7.0,7.0,True,True,0.0,0.0,0.0,0.0
ksxd_L2b,8e1501cf0f7ff141bbc4babaf439bfd2,L2b,Kỹ sư xây dựng,Kỹ Sư Thiết Kế Kết Cấu - _ 05 Năm Kinh Nghiệm _ Thu Nhập Up To 25M++ _ Đi Làm Ngay Tại TP.HCM (Bình Dương Cũ),Kỹ sư xây dựng,E2|E3|E2t,"{""E2"": 2, ""E3"": 5, ""E2t"": 7}",6.5,6.75,6.0,6.3333,True,True,2.0,1.0,3.0,0.0
ksxd_L2b,c073efc5ec9c7f006494b1ceaf14aad0,L2b,Kỹ sư xây dựng,Trưởng Nhóm Hạ Tầng Kỹ Thuật,Kỹ sư xây dựng,E3|E2t|E3t,"{""E3"": 9, ""E2t"": 8, ""E3t"": 2}",3.0,3.0,3.0,3.0,False,False,2.0,2.0,1.0,1.0
ksxd_L2b,e4bb04d7856fa8ff26a070c28ba58bea,L2b,Kỹ sư xây dựng,Kỹ Sư Xây Dựng / Kỹ Sư Hiện Trường Làm Việc Đồng Nai,Kỹ sư xây dựng,E1|E2t|E3t,"{""E1"": 2, ""E2t"": 4, ""E3t"": 4}",7.5,7.75,8.0,8.0,True,True,2.0,2.0,3.0,2.0
ksxd_L2b,42d6c7ea57e3222070ed382724903238,L2b,Kỹ sư xây dựng,Trưởng Nhóm Kỹ Sư Điện Tự Động Hoá,Kỹ sư xây dựng,E2|E3|E2t|E3t,"{""E2"": 4, ""E3"": 3, ""E2t"": 3, ""E3t"": 8}",3.0,2.75,2.0,2.3333,False,False,3.0,3.0,2.0,1.0
ksxd_L2b,bcaf90a663cc8de40ddbdf36a809f598,L2b,Kỹ sư xây dựng,Cán Bộ Kỹ Thuật Hiện Trường Cơ Điện - Làm Việc Tại Nha Trang,Kỹ sư xây dựng,E1|E2t|E3t,"{""E1"": 3, ""E2t"": 5, ""E3t"": 5}",5.5,5.25,5.0,4.6667,True,True,4.0,3.0,5.0,4.0
ksxd_L2b,763d0e15c75ff9a39ead5b21548c50f6,L2b,Kỹ sư xây dựng,Cán Bộ TVGS Hạ Tầng - Dự Án Vân Phong,Kỹ sư xây dựng,E1|E2|E3,"{""E1"": 8, ""E2"": 5, ""E3"": 4}",5.5,5.5,6.0,5.6667,True,True,1.0,1.0,2.0,2.0
ksxd_L2b,e4d69f664ef12c7b14d3ab3193a2d352,L2b,Kỹ sư xây dựng,Kỹ Sư Xây Dựng - Thu Nhập Hấp Dẫn Lên Đến 25 Triệu - Làm Việc Tại Thanh Hóa,Kỹ sư xây dựng,E1|E2t|E3t,"{""E1"": 4, ""E2t"": 9, ""E3t"": 9}",7.0,7.25,7.0,7.3333,True,True,1.0,1.0,1.0,1.0
ksxd_L2b,46ef74892703892f23b6a872febce20c,L2b,Kỹ sư xây dựng,Kỹ Sư Cơ Điện ( M&E ) - Thu Nhập Hấp Dẫn Lên Đến 30 Triệu - Làm Việc Tại Thanh Hóa,Kỹ sư xây dựng,E1|E3t,"{""E1"": 5, ""E3t"": 10}",3.0,3.5,3.0,3.6667,False,False,4.0,4.0,2.0,2.0
ksxd_L2b,415d83cc55131d16fee43bbd96796f71,L2b,Kỹ sư xây dựng,Chuyên Viên Kỹ Thuật Xây Dựng,Kỹ sư xây dựng,E2|E3,"{""E2"": 7, ""E3"": 6}",6.0,6.0,6.0,6.3333,True,True,2.0,1.0,1.0,0.0
ksxd_L2b,664e43ac0b4e9dfb84c6abe3c62392c3,L2b,Kỹ sư xây dựng,Kỹ Sư Kết Cấu,Kỹ sư xây dựng,E2t,"{""E2t"": 6}",6.0,6.25,6.0,6.0,True,True,1.0,0.0,2.0,1.0
ksxd_L2b,926fe60e28635e719cee9f0a82613871,L2b,Kỹ sư xây dựng,Chỉ Huy Trưởng Công Trình Cơ Điện - Nước (MEP) - Làm Việc Tại Dự Án Phú Quốc | Lương 30 - 40 Triệu/Tháng,Kỹ sư xây dựng,E1,"{""E1"": 6}",4.5,4.5,3.0,3.6667,False,False,5.0,4.0,5.0,3.0
ksxd_L2b,0a43c931966ea2efec8b7b5ee077bd13,L2b,Kỹ sư xây dựng,Phó Phòng Cơ Điện,Kỹ sư xây dựng,E3,"{""E3"": 7}",4.5,4.25,4.0,4.0,False,False,4.0,4.0,1.0,1.0
ksxd_L2b,5533fc4e0d7e5a03755d2c37ae815523,L2b,Kỹ sư xây dựng,Trưởng Nhóm Cấp Thoát Nước,Kỹ sư xây dựng,E3t,"{""E3t"": 7}",2.5,3.25,2.0,2.3333,False,False,4.0,1.0,2.0,1.0
ksxd_L2b,f8e1500c69139e3b128ed5d934a22177,L2b,Kỹ sư xây dựng,Kỹ Sư Thiết Kế Hạ Tầng Giao Thông (Lương 15 - 25 Triệu),Kỹ sư xây dựng,E1,"{""E1"": 7}",7.5,6.75,7.0,6.3333,True,True,4.0,4.0,3.0,2.0
ksxd_L2b,e378b05336e27625d618758c700f8cd2,L2b,Kỹ sư xây dựng,"Kỹ Sư Shopdrawing Điện, Điện Nhẹ (Chế Độ Thu Nhập Cạnh Tranh)",Kỹ sư xây dựng,E2|E3,"{""E2"": 8, ""E3"": 8}",6.5,5.75,6.0,5.3333,True,True,4.0,4.0,2.0,1.0
ksxd_L2b,5092603749de110b0c4b5c9006663909,L2b,Kỹ sư xây dựng,Kỹ Sư MEP (Chuyên Viên Cao Cấp),Kỹ sư xây dựng,E2|E2t,"{""E2"": 9, ""E2t"": 10}",4.0,3.5,4.0,3.3333,False,False,2.0,2.0,1.0,0.0
ksxd_L2b,9ced8f135f8cb6b717698418fc1d35f2,L2b,Kỹ sư xây dựng,Kỹ Sư Xây Dựng QS/Trợ Lý Kiểm Toán Đầu Từ Xây Dựng Cơ Bản,Kỹ sư xây dựng,E1,"{""E1"": 9}",6.5,6.25,6.0,6.0,True,True,2.0,2.0,2.0,2.0
ksxd_L2b,77a56882f6abd3a893e81822690701b3,L2b,Kỹ sư xây dựng,"Nhân Viên Kỹ Thuật Shopdrawing (Điện, Cơ Điện)",Kỹ sư xây dựng,E2,"{""E2"": 10}",5.0,5.0,4.0,4.3333,True,False,4.0,3.0,3.0,3.0
ksxd_L2b,aa70c3baef1d6c45157a8b50df1b5697,L2b,Kỹ sư xây dựng,Kỹ Sư Cấp Thoát Nước- Thu Nhập 15-20 Triệu/ Tháng- Đi Làm Ngay,Kỹ sư xây dựng,E3,"{""E3"": 10}",5.0,5.0,4.0,4.3333,True,False,4.0,3.0,6.0,4.0
ksxd_L3,43a34052b9b4728f37ff87d297bf9c38,L3,Kỹ sư xây dựng,Cộng Tác Viên Thiết Kế Kỹ Sư Kết Cấu,Kỹ sư xây dựng,E1|E2|E3|E2t|E3t,"{""E1"": 7, ""E2"": 2, ""E3"": 1, ""E2t"": 7, ""E3t"": 6}",8.0,8.0,8.0,8.0,True,True,0.0,0.0,2.0,2.0
ksxd_L3,bcaf90a663cc8de40ddbdf36a809f598,L3,Kỹ sư xây dựng,Cán Bộ Kỹ Thuật Hiện Trường Cơ Điện - Làm Việc Tại Nha Trang,Kỹ sư xây dựng,E1|E2t|E3t,"{""E1"": 1, ""E2t"": 2, ""E3t"": 1}",5.0,5.0,5.0,5.0,True,True,4.0,4.0,5.0,3.0
ksxd_L3,e2f3680e9fcad0f4df59ff7bd8c2ca46,L3,Kỹ sư xây dựng,Kỹ Sư Thiết Kế Kết Cấu,Kỹ sư xây dựng,E1|E2|E3|E2t|E3t,"{""E1"": 10, ""E2"": 1, ""E3"": 2, ""E2t"": 1, ""E3t"": 5}",8.0,7.75,8.0,7.6667,True,True,1.0,1.0,1.0,1.0
ksxd_L3,39997cfca637ea9e7a5112f29d482bd5,L3,Kỹ sư xây dựng,"Kỹ Sư HVAC - Làm Việc Tại Hà Đông, Hà Nội",Kỹ sư xây dựng,E1|E2t|E3t,"{""E1"": 2, ""E2t"": 3, ""E3t"": 4}",4.5,4.5,4.0,4.0,False,False,3.0,2.0,2.0,2.0
ksxd_L3,c073efc5ec9c7f006494b1ceaf14aad0,L3,Kỹ sư xây dựng,Trưởng Nhóm Hạ Tầng Kỹ Thuật,Kỹ sư xây dựng,E2|E3|E2t|E3t,"{""E2"": 4, ""E3"": 3, ""E2t"": 5, ""E3t"": 2}",4.0,3.5,4.0,3.3333,False,False,2.0,2.0,2.0,1.0
ksxd_L3,1089141e7e76e1668c0a70ed10ac9093,L3,Kỹ sư xây dựng,Kỹ Sư Thiết Kế,Kỹ sư xây dựng,E2|E3|E2t|E3t,"{""E2"": 5, ""E3"": 4, ""E2t"": 4, ""E3t"": 3}",5.0,4.75,5.0,4.6667,True,True,3.0,3.0,4.0,4.0
ksxd_L3,763d0e15c75ff9a39ead5b21548c50f6,L3,Kỹ sư xây dựng,Cán Bộ TVGS Hạ Tầng - Dự Án Vân Phong,Kỹ sư xây dựng,E1|E2|E3|E2t,"{""E1"": 8, ""E2"": 3, ""E3"": 7, ""E2t"": 10}",6.0,5.75,6.0,5.6667,True,True,1.0,1.0,1.0,1.0
ksxd_L3,e4bb04d7856fa8ff26a070c28ba58bea,L3,Kỹ sư xây dựng,Kỹ Sư Xây Dựng / Kỹ Sư Hiện Trường Làm Việc Đồng Nai,Kỹ sư xây dựng,E1|E2t|E3t,"{""E1"": 3, ""E2t"": 6, ""E3t"": 8}",7.5,7.75,8.0,8.0,True,True,2.0,2.0,3.0,3.0
ksxd_L3,e4d69f664ef12c7b14d3ab3193a2d352,L3,Kỹ sư xây dựng,Kỹ Sư Xây Dựng - Thu Nhập Hấp Dẫn Lên Đến 25 Triệu - Làm Việc Tại Thanh Hóa,Kỹ sư xây dựng,E1|E2t|E3t,"{""E1"": 4, ""E2t"": 9, ""E3t"": 9}",8.0,8.0,8.0,8.0,True,True,2.0,2.0,2.0,1.0
ksxd_L3,46ef74892703892f23b6a872febce20c,L3,Kỹ sư xây dựng,Kỹ Sư Cơ Điện ( M&E ) - Thu Nhập Hấp Dẫn Lên Đến 30 Triệu - Làm Việc Tại Thanh Hóa,Kỹ sư xây dựng,E1,"{""E1"": 5}",3.0,3.5,4.0,4.0,False,False,4.0,4.0,5.0,3.0
ksxd_L3,9d90af6d73a037d4f42227dec9db3ff3,L3,Kỹ sư xây dựng,Nhân Viên Triển Khai Revit – Lương 15-22M+,Kỹ sư xây dựng,E2|E3|E2t|E3t,"{""E2"": 6, ""E3"": 5, ""E2t"": 8, ""E3t"": 10}",8.0,7.75,8.0,7.6667,True,True,3.0,3.0,2.0,1.0
ksxd_L3,415d83cc55131d16fee43bbd96796f71,L3,Kỹ sư xây dựng,Chuyên Viên Kỹ Thuật Xây Dựng,Kỹ sư xây dựng,E3,"{""E3"": 6}",6.5,6.5,7.0,6.6667,True,True,1.0,1.0,2.0,2.0
ksxd_L3,f8e1500c69139e3b128ed5d934a22177,L3,Kỹ sư xây dựng,Kỹ Sư Thiết Kế Hạ Tầng Giao Thông (Lương 15 - 25 Triệu),Kỹ sư xây dựng,E1,"{""E1"": 6}",7.0,6.5,7.0,6.0,True,True,4.0,3.0,1.0,0.0
ksxd_L3,89f48dc6f0e87d43c9e9f5f0f5315755,L3,Kỹ sư xây dựng,Quản Lý Thiết Kế Kết Cấu,Kỹ sư xây dựng,E2|E3|E3t,"{""E2"": 10, ""E3"": 9, ""E3t"": 7}",6.0,5.5,6.0,5.3333,True,True,2.0,2.0,1.0,1.0
ksxd_L3,8e1501cf0f7ff141bbc4babaf439bfd2,L3,Kỹ sư xây dựng,Kỹ Sư Thiết Kế Kết Cấu - _ 05 Năm Kinh Nghiệm _ Thu Nhập Up To 25M++ _ Đi Làm Ngay Tại TP.HCM (Bình Dương Cũ),Kỹ sư xây dựng,E2|E3,"{""E2"": 7, ""E3"": 10}",7.5,7.5,7.0,7.3333,True,True,1.0,1.0,3.0,2.0
ksxd_L3,1037fb0c318a1ec7b905dffa02a860b2,L3,Kỹ sư xây dựng,Triển Khai Bản Vẽ Cơ Điện,Kỹ sư xây dựng,E2,"{""E2"": 8}",5.0,4.75,4.0,4.3333,True,False,5.0,5.0,3.0,3.0
ksxd_L3,2f54a7253850bccdcb7184ffc7ba18a9,L3,Kỹ sư xây dựng,Chuyên Viên Kiểm Soát Thiết Kế Giao Thông Hạ Tầng,Kỹ sư xây dựng,E3,"{""E3"": 8}",3.5,4.0,3.0,4.0,False,False,3.0,3.0,3.0,3.0
ksxd_L3,5092603749de110b0c4b5c9006663909,L3,Kỹ sư xây dựng,Kỹ Sư MEP (Chuyên Viên Cao Cấp),Kỹ sư xây dựng,E2,"{""E2"": 9}",5.0,4.75,5.0,4.6667,True,True,3.0,3.0,1.0,1.0
ksxd_L3,9ced8f135f8cb6b717698418fc1d35f2,L3,Kỹ sư xây dựng,Kỹ Sư Xây Dựng QS/Trợ Lý Kiểm Toán Đầu Từ Xây Dựng Cơ Bản,Kỹ sư xây dựng,E1,"{""E1"": 9}",6.0,6.0,5.0,5.6667,True,True,2.0,2.0,4.0,4.0
ksxd_L3b,1089141e7e76e1668c0a70ed10ac9093,L3b,Kỹ sư xây dựng,Kỹ Sư Thiết Kế,Kỹ sư xây dựng,E2|E3|E2t|E3t,"{""E2"": 2, ""E3"": 1, ""E2t"": 1, ""E3t"": 2}",5.5,5.25,6.0,5.3333,True,True,2.0,2.0,7.0,2.0
ksxd_L3b,2f54a7253850bccdcb7184ffc7ba18a9,L3b,Kỹ sư xây dựng,Chuyên Viên Kiểm Soát Thiết Kế Giao Thông Hạ Tầng,Kỹ sư xây dựng,E1|E3|E2t|E3t,"{""E1"": 1, ""E3"": 9, ""E2t"": 2, ""E3t"": 1}",5.0,5.0,5.0,5.0,True,True,2.0,2.0,2.0,2.0
ksxd_L3b,e2f3680e9fcad0f4df59ff7bd8c2ca46,L3b,Kỹ sư xây dựng,Kỹ Sư Thiết Kế Kết Cấu,Kỹ sư xây dựng,E2|E3|E2t|E3t,"{""E2"": 1, ""E3"": 3, ""E2t"": 3, ""E3t"": 8}",9.0,8.75,9.0,8.6667,True,True,1.0,1.0,1.0,1.0
ksxd_L3b,c073efc5ec9c7f006494b1ceaf14aad0,L3b,Kỹ sư xây dựng,Trưởng Nhóm Hạ Tầng Kỹ Thuật,Kỹ sư xây dựng,E2|E3|E2t|E3t,"{""E2"": 4, ""E3"": 2, ""E2t"": 5, ""E3t"": 4}",4.0,3.5,4.0,3.3333,False,False,2.0,2.0,3.0,3.0
ksxd_L3b,f6e933bceaf940ca9588e4f4a7509419,L3b,Kỹ sư xây dựng,Nhân Viên Kỹ Thuật Điện Mặt Trời,Kỹ sư xây dựng,E1|E2|E3|E2t|E3t,"{""E1"": 2, ""E2"": 8, ""E3"": 7, ""E2t"": 4, ""E3t"": 3}",4.0,4.5,4.0,3.6667,False,False,4.0,1.0,6.0,0.0
ksxd_L3b,763d0e15c75ff9a39ead5b21548c50f6,L3b,Kỹ sư xây dựng,Cán Bộ TVGS Hạ Tầng - Dự Án Vân Phong,Kỹ sư xây dựng,E1|E2|E3|E2t,"{""E1"": 9, ""E2"": 3, ""E3"": 8, ""E2t"": 9}",7.0,6.5,7.0,6.3333,True,True,2.0,2.0,3.0,3.0
ksxd_L3b,fce327ec25bda6514ea3e791dbdf3ea5,L3b,Kỹ sư xây dựng,Kỹ Sư Quản Lý Dự Án Năng Lượng Mặt Trời,Kỹ sư xây dựng,E1|E2|E3|E2t|E3t,"{""E1"": 3, ""E2"": 10, ""E3"": 6, ""E2t"": 6, ""E3t"": 5}",7.0,6.75,7.0,6.6667,True,True,3.0,3.0,0.0,0.0
ksxd_L3b,43a34052b9b4728f37ff87d297bf9c38,L3b,Kỹ sư xây dựng,Cộng Tác Viên Thiết Kế Kỹ Sư Kết Cấu,Kỹ sư xây dựng,E1|E2|E3,"{""E1"": 10, ""E2"": 5, ""E3"": 4}",9.0,9.0,9.0,9.0,True,True,0.0,0.0,1.0,1.0
ksxd_L3b,675aec479d62c74b57b645d202cbd392,L3b,Kỹ sư xây dựng,Kỹ Sư Dự Án MEP (HVAC – Điện - Cấp Thoát Nước) - Thu Nhập Hấp Dẫn - Đi Làm Ngay - Hà Nội,Kỹ sư xây dựng,E1|E2|E3|E2t|E3t,"{""E1"": 4, ""E2"": 6, ""E3"": 10, ""E2t"": 7, ""E3t"": 7}",5.5,5.5,5.0,5.0,True,True,3.0,2.0,5.0,3.0
ksxd_L3b,415d83cc55131d16fee43bbd96796f71,L3b,Kỹ sư xây dựng,Chuyên Viên Kỹ Thuật Xây Dựng,Kỹ sư xây dựng,E1|E3,"{""E1"": 8, ""E3"": 5}",6.5,6.75,6.0,6.6667,True,True,2.0,2.0,3.0,3.0
ksxd_L3b,bcaf90a663cc8de40ddbdf36a809f598,L3b,Kỹ sư xây dựng,Cán Bộ Kỹ Thuật Hiện Trường Cơ Điện - Làm Việc Tại Nha Trang,Kỹ sư xây dựng,E1|E2t,"{""E1"": 5, ""E2t"": 10}",5.0,4.75,5.0,4.3333,True,True,3.0,2.0,6.0,1.0
ksxd_L3b,5533fc4e0d7e5a03755d2c37ae815523,L3b,Kỹ sư xây dựng,Trưởng Nhóm Cấp Thoát Nước,Kỹ sư xây dựng,E3t,"{""E3t"": 6}",5.0,5.0,4.0,4.3333,True,False,4.0,3.0,6.0,4.0
ksxd_L3b,e4bb04d7856fa8ff26a070c28ba58bea,L3b,Kỹ sư xây dựng,Kỹ Sư Xây Dựng / Kỹ Sư Hiện Trường Làm Việc Đồng Nai,Kỹ sư xây dựng,E1,"{""E1"": 6}",8.0,7.75,8.0,7.6667,True,True,1.0,1.0,5.0,2.0
ksxd_L3b,5092603749de110b0c4b5c9006663909,L3b,Kỹ sư xây dựng,Kỹ Sư MEP (Chuyên Viên Cao Cấp),Kỹ sư xây dựng,E2|E2t,"{""E2"": 7, ""E2t"": 8}",5.0,5.0,4.0,4.6667,True,False,4.0,4.0,5.0,3.0
ksxd_L3b,f8e1500c69139e3b128ed5d934a22177,L3b,Kỹ sư xây dựng,Kỹ Sư Thiết Kế Hạ Tầng Giao Thông (Lương 15 - 25 Triệu),Kỹ sư xây dựng,E1,"{""E1"": 7}",6.5,6.25,6.0,6.0,True,True,2.0,2.0,2.0,2.0
ksxd_L3b,42d6c7ea57e3222070ed382724903238,L3b,Kỹ sư xây dựng,Trưởng Nhóm Kỹ Sư Điện Tự Động Hoá,Kỹ sư xây dựng,E3t,"{""E3t"": 9}",4.5,4.5,4.0,3.6667,False,False,5.0,3.0,3.0,3.0
ksxd_L3b,9d90af6d73a037d4f42227dec9db3ff3,L3b,Kỹ sư xây dựng,Nhân Viên Triển Khai Revit – Lương 15-22M+,Kỹ sư xây dựng,E2,"{""E2"": 9}",8.0,7.75,8.0,7.6667,True,True,3.0,3.0,2.0,1.0
ksxd_L3b,89f48dc6f0e87d43c9e9f5f0f5315755,L3b,Kỹ sư xây dựng,Quản Lý Thiết Kế Kết Cấu,Kỹ sư xây dựng,E3t,"{""E3t"": 10}",7.0,7.0,7.0,7.0,True,True,2.0,2.0,3.0,3.0
ksxd_L4,43a34052b9b4728f37ff87d297bf9c38,L4,Kỹ sư xây dựng,Cộng Tác Viên Thiết Kế Kỹ Sư Kết Cấu,Kỹ sư xây dựng,E1|E2|E3|E2t|E3t,"{""E1"": 4, ""E2"": 2, ""E3"": 1, ""E2t"": 5, ""E3t"": 5}",9.0,8.75,9.0,8.6667,True,True,1.0,1.0,2.0,1.0
ksxd_L4,e2f3680e9fcad0f4df59ff7bd8c2ca46,L4,Kỹ sư xây dựng,Kỹ Sư Thiết Kế Kết Cấu,Kỹ sư xây dựng,E1|E2|E3|E2t|E3t,"{""E1"": 6, ""E2"": 1, ""E3"": 2, ""E2t"": 1, ""E3t"": 6}",8.0,8.25,8.0,8.3333,True,True,1.0,1.0,2.0,1.0
ksxd_L4,f8e1500c69139e3b128ed5d934a22177,L4,Kỹ sư xây dựng,Kỹ Sư Thiết Kế Hạ Tầng Giao Thông (Lương 15 - 25 Triệu),Kỹ sư xây dựng,E1|E2t|E3t,"{""E1"": 1, ""E2t"": 2, ""E3t"": 1}",6.5,6.0,6.0,5.6667,True,True,3.0,3.0,3.0,3.0
ksxd_L4,415d83cc55131d16fee43bbd96796f71,L4,Kỹ sư xây dựng,Chuyên Viên Kỹ Thuật Xây Dựng,Kỹ sư xây dựng,E1|E2|E3|E2t|E3t,"{""E1"": 2, ""E2"": 5, ""E3"": 3, ""E2t"": 3, ""E3t"": 3}",8.0,7.75,8.0,7.6667,True,True,1.0,1.0,1.0,1.0
ksxd_L4,c073efc5ec9c7f006494b1ceaf14aad0,L4,Kỹ sư xây dựng,Trưởng Nhóm Hạ Tầng Kỹ Thuật,Kỹ sư xây dựng,E2|E3|E2t|E3t,"{""E2"": 4, ""E3"": 4, ""E2t"": 4, ""E3t"": 2}",4.5,4.25,4.0,4.0,False,False,2.0,2.0,2.0,2.0
ksxd_L4,2f54a7253850bccdcb7184ffc7ba18a9,L4,Kỹ sư xây dựng,Chuyên Viên Kiểm Soát Thiết Kế Giao Thông Hạ Tầng,Kỹ sư xây dựng,E1|E3|E2t|E3t,"{""E1"": 3, ""E3"": 5, ""E2t"": 8, ""E3t"": 7}",6.0,5.5,6.0,5.3333,True,True,2.0,2.0,3.0,3.0
ksxd_L4,763d0e15c75ff9a39ead5b21548c50f6,L4,Kỹ sư xây dựng,Cán Bộ TVGS Hạ Tầng - Dự Án Vân Phong,Kỹ sư xây dựng,E1|E2|E3|E2t|E3t,"{""E1"": 5, ""E2"": 3, ""E3"": 7, ""E2t"": 6, ""E3t"": 9}",8.0,7.25,8.0,7.0,True,True,3.0,3.0,1.0,1.0
ksxd_L4,1089141e7e76e1668c0a70ed10ac9093,L4,Kỹ sư xây dựng,Kỹ Sư Thiết Kế,Kỹ sư xây dựng,E2|E3|E2t|E3t,"{""E2"": 8, ""E3"": 8, ""E2t"": 7, ""E3t"": 4}",4.0,4.25,3.0,3.3333,False,False,5.0,3.0,7.0,3.0
ksxd_L4,0a3ef8b4641725ded6e15712b60ad143,L4,Kỹ sư xây dựng,Quản Lý MEP (03 Bộ Môn) – Từ 08 Năm Kinh Nghiệm,Kỹ sư xây dựng,E2|E3,"{""E2"": 6, ""E3"": 6}",6.0,5.75,5.0,5.3333,True,True,5.0,5.0,6.0,6.0
ksxd_L4,5092603749de110b0c4b5c9006663909,L4,Kỹ sư xây dựng,Kỹ Sư MEP (Chuyên Viên Cao Cấp),Kỹ sư xây dựng,E2|E3,"{""E2"": 7, ""E3"": 10}",6.0,6.0,5.0,5.6667,True,True,4.0,4.0,2.0,2.0
ksxd_L4,9ced8f135f8cb6b717698418fc1d35f2,L4,Kỹ sư xây dựng,Kỹ Sư Xây Dựng QS/Trợ Lý Kiểm Toán Đầu Từ Xây Dựng Cơ Bản,Kỹ sư xây dựng,E1,"{""E1"": 7}",6.5,6.5,6.0,6.3333,True,True,3.0,3.0,6.0,6.0
ksxd_L4,38ffa814d0c42d05f17a59c2b4b72679,L4,Kỹ sư xây dựng,Kỹ Sư Kết Cấu Công Trình Dân Dụng & Công Nghiệp – Lương 20 - 25 Triệu | HCM,Kỹ sư xây dựng,E1,"{""E1"": 8}",8.0,8.25,8.0,8.3333,True,True,1.0,1.0,2.0,1.0
ksxd_L4,89f48dc6f0e87d43c9e9f5f0f5315755,L4,Kỹ sư xây dựng,Quản Lý Thiết Kế Kết Cấu,Kỹ sư xây dựng,E2|E3|E2t|E3t,"{""E2"": 9, ""E3"": 9, ""E2t"": 9, ""E3t"": 8}",7.5,7.5,8.0,7.6667,True,True,1.0,1.0,2.0,2.0
